Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Winestyle
Albariño 2018,Spain,Rías Baixas,Los Amantes,3.7,0.012519997217778422,0.04059040590405904,2018,White
Hermitage Le Chevalier de Sterimberg 2016,France,Hermitage,Paul Jaboulet Aîné,4.2,0.012519997217778422,0.7970479704797048,2016,White
Setzberg - Riesling Smaragd 2017,Austria,Wachau,Franz Hirtzberger,4.2,0.012519997217778422,0.30416447021613074,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.5,0.012519997217778422,1.0,2016,White
Sancerre Blanc 2018,France,Sancerre,Michel Thomas & Fils,3.7,0.012519997217778422,0.1574064312071692,2018,White
Estoras Sauvignon Blanc 2017,Austria,Burgenland,Esterházy,3.6,0.012519997217778422,0.0959409594095941,2017,White
Sauvignon Blanc 2019,South Africa,Walker Bay,Southern Right,3.7,0.012519997217778422,0.09225092250922509,2019,White
Wachenheimer Goldbächel P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.0,0.012519997217778422,0.27253558249868215,2016,White
Pechstein GG 2017,Germany,Pfalz,Reichsrat von Buhl,4.1,0.012519997217778422,0.441222983658408,2017,White
Gelblack Riesling Trocken 2019,Germany,Rheingau,Schloss Johannisberg,4.0,0.012519997217778422,0.124934106483922,2019,White
Südtiroler Sauvignon Porphyr & Kalk 2018,Italy,Südtirol - Alto Adige,Ignaz Niedrist,4.0,0.012519997217778422,0.1871375856615709,2018,White
Steinhaus Riesling Trocken 2016,Germany,Rheingau,Trenz,3.8,0.012519997217778422,0.06389035318924619,2016,White
Brauneberger Riesling Trocken 2018,Germany,Brauneberg,Fritz Haag,3.8,0.012519997217778422,0.11966262519768056,2018,White
Meursault-Charmes Premier Cru 2016,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,3.8,0.012519997217778422,0.880021085925145,2016,White
Pouilly-Fumé 2016,France,Pouilly-Fumé,Langlois-Chateau,3.7,0.01321555261876611,0.1951502372166579,2016,White
Chenin Blanc 2018,Germany,Pfalz,Oliver Zeter,4.0,0.01321555261876611,0.19873484449130208,2018,White
Coronata Integration 2016,South Africa,Durbanville,Nitída,4.3,0.01321555261876611,0.15129151291512916,2016,White
Niederberg Helden Riesling GG 2018,Germany,Mosel,Schloss Lieser,3.9,0.01321555261876611,0.2820242488139167,2018,White
Mâcon-Villages 2016,France,Mâcon-Villages,Daniel Pollier,3.6,0.01321555261876611,0.06736953083816552,2016,White
Lesca Chardonnay 2018,South Africa,Robertson,De Wetshof,3.9,0.01321555261876611,0.10996309963099632,2018,White
Weisser Burgunder I 2013,Germany,Pfalz,Von Winning,4.0,0.01321555261876611,0.28255139694254083,2013,White
Gavi 2018,Italy,Gavi,Giacosa Fratelli,3.7,0.01321555261876611,0.0716921454928835,2018,White
Sauvignon Blanc (Markgräflerland) 2018,Germany,Baden,Martin Waßmer,3.5,0.01321555261876611,0.08170795993674224,2018,White
Auxerrois Grand Premier Cru 2017,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.8,0.01321555261876611,0.1006852925672114,2017,White
Le Creete 2019,Italy,Lugana,Ottella,4.0,0.01321555261876611,0.09225092250922509,2019,White
Weissburgunder Steirische Klassik 2017,Austria,Südsteiermark,Tement,3.8,0.01321555261876611,0.11860832894043227,2017,White
Diego 2019,Spain,Valencia,De Moya,3.8,0.01321555261876611,0.1073273589878756,2019,White
Wunderwerk Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.9,0.01321555261876611,0.1877701634159199,2016,White
Stettener Riesling Schilfsandstein 2016,Germany,Württemberg,Beurer,3.7,0.01321555261876611,0.13916710595677387,2016,White
Chablis 2018,France,Chablis,Joseph Drouhin,3.6,0.01321555261876611,0.17026884554559832,2018,White
Ried Steinriegl Gelber Muskateller 2018,Austria,Südsteiermark,Wohlmuth,3.8,0.01321555261876611,0.13178703215603585,2018,White
Vom Schiefer 2018,Germany,Nahe,Gut Hermannsberg,3.9,0.01321555261876611,0.13178703215603585,2018,White
Florence Sauvignon Blanc - Chardonnay 2018,South Africa,Stellenbosch,Aaldering,3.9,0.01321555261876611,0.08803373748023194,2018,White
Collectors Reserve The Cableway Chardonnay 2018,South Africa,Western Cape,Durbanville Hills,3.8,0.01321555261876611,0.1459146020031629,2018,White
Château-Thébaud 2014,France,Muscadet-Sevre et Maine,Pépière,4.0,0.01321555261876611,0.14665260938323668,2014,White
Riesling Alsace Grand Cru 'Kitterlé' 2017,France,Alsace Grand Cru 'Kitterle',Domaines Schlumberger,3.9,0.01321555261876611,0.23289404322614654,2017,White
Côte de Rouffach Gewürztraminer 2016,France,Alsace,René Muré,3.9,0.01321555261876611,0.13020558777016342,2016,White
Graf Morillon 2013,Austria,Südsteiermark,Sepp & Maria Muster,4.0,0.01321555261876611,0.2778070637849236,2013,White
Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018,Germany,Baden,Königschaffhausen-Kiechlinsbergen,4.0,0.01321555261876611,0.07474960463890354,2018,White
Platin Riesling 2019,Austria,Kamptal,Jurtschitsch,3.6,0.01321555261876611,0.0731681602530311,2019,White
Classic Graves Blanc 2016,France,Graves,Château Brondelle,3.6,0.01321555261876611,0.09277807063784924,2016,White
Eden Valley Dry Riesling 2015,Australia,Eden Valley,Langmeil,3.6,0.01321555261876611,0.13020558777016342,2015,White
1000-Eimerberg Riesling Federspiel 2018,Austria,Wachau,Gritsch Mauritiushof,3.8,0.01321555261876611,0.10247759620453348,2018,White
Vis Uvae 2013,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,0.01321555261876611,0.24902477596204536,2013,White
Gelber Muskateller 2017,Austria,Burgenland,Leo Hillinger,3.6,0.01321555261876611,0.06051660516605167,2017,White
Vermentino 2019,Italy,Salento,Timo,3.9,0.01321555261876611,0.040063257775434895,2019,White
Altenberg Alte Reben 2015,Germany,Mosel,Van Volxem,4.1,0.01321555261876611,0.38798102266736956,2015,White
Great Expectations Sauvignon Blanc 2019,South Africa,Robertson,Goedverwacht,3.6,0.01321555261876611,0.03816552451238798,2019,White
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016,France,Pouilly-Fuissé,J.A. Ferret,4.4,0.01321555261876611,0.6316288877174486,2016,White
Ermitage de l'Orée 2004,France,Hermitage,M. Chapoutier,4.8,0.01321555261876611,1.0,2004,White
Eins Zu Eins Gewürztraminer 2018,Germany,Pfalz,Weingut A. Diehl,4.0,0.01321555261876611,0.03848181338956246,2018,White
Signature Blanc 2019,France,Côtes de Gascogne,Domaine Saint-Lannes,3.7,0.01321555261876611,0.029520295202952025,2019,White
Appius 2015,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,0.01321555261876611,1.0,2015,White
Blanco 2017,Spain,Rioja Alta,Tarón,3.4,0.01321555261876611,0.021613073273589883,2017,White
Steinbuckel Riesling GG 2015,Germany,Pfalz,Knipser,4.0,0.01321555261876611,0.29562467053241964,2015,White
Chardonnay 2017,South Africa,Western Cape,Laborie,3.1,0.01321555261876611,0.05629942013705851,2017,White
Dürnsteiner Kellerberg Riesling Smaragd 2017,Austria,Wachau,F.X. Pichler,4.4,0.01321555261876611,0.5965208223510806,2017,White
Châteauneuf-du-Pape La Bernardine Blanc 2016,France,Châteauneuf-du-Pape,M. Chapoutier,3.6,0.01321555261876611,0.3195571955719557,2016,White
Les Vieilles Vignes Meursault 2016,France,Meursault,Vincent Girardin,4.0,0.01321555261876611,0.7079599367422246,2016,White
Viognier 2019,South Africa,Breede River Valley,Excelsior,3.6,0.01321555261876611,0.040063257775434895,2019,White
Magréd Chardonnay 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,0.013911108019753798,0.1157617290458619,2018,White
Grauburgunder Herrenstück 2017,Germany,Baden,Weingut Holger Koch,4.0,0.013911108019753798,0.09931470743278861,2017,White
Venezia Giulia Picol 2017,Italy,Venezia Giulia,Lis Neris,4.0,0.013911108019753798,0.2398523985239852,2017,White
Gloria 2017,Austria,Burgenland,Kollwentz,4.5,0.013911108019753798,0.806852925672114,2017,White
Sciare di Est Grillo 2017,Italy,Terre Siciliane,Antichi Vinai,3.7,0.013911108019753798,0.04501845018450184,2017,White
Gaia White Blend 2016,Argentina,Tupungato,Domaine Bousquet,3.7,0.013911108019753798,0.08286768581971535,2016,White
Sauvignon Blanc - Riesling 2018,Germany,Rheinhessen,Nico Espenschied,3.9,0.013911108019753798,0.07063784923563521,2018,White
Grecanico - Inzolia 2016,Italy,Terre Siciliane,Corte dei Mori,3.7,0.013911108019753798,0.03531892461781761,2016,White
Riesling Abtsberg GG 2018,Germany,Mosel,Maximin Grünhaus,4.0,0.013911108019753798,0.24786505007907222,2018,White
Pinot Grigio 2019,Italy,Südtirol - Alto Adige,Tramin,3.5,0.013911108019753798,0.06062203479177649,2019,White
Chardonnay vom Kalkmergel 2018,Germany,Pfalz,Philipp Kuhn,3.6,0.013911108019753798,0.12377438060094889,2018,White
Barón de Chirel Verdejo Viñas Centenarias 2016,Spain,Castilla y León,Marqués de Riscal,4.3,0.013911108019753798,0.4054823405376911,2016,White
Chardonnay 2017,United States,Central Coast,Ryder Estate,3.7,0.013911108019753798,0.13442277279915657,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.3,0.013911108019753798,1.0,2016,White
Just Riesling! 2012,Germany,Nahe,Gut Hermannsberg,3.5,0.013911108019753798,0.06389035318924619,2012,White
Gewürztraminer Trentino 2018,Italy,Trentino,Endrizzi,3.8,0.013911108019753798,0.09541381128096996,2018,White
Copper Series Wilde Chardonnay 2017,Australia,Hunter Valley,Tempus Two,3.8,0.013911108019753798,0.1442277279915656,2017,White
Macabeo 2018,Spain,Castilla,Las Corazas,3.4,0.013911108019753798,0.03004744333157617,2018,White
Sauvignon Blanc Bordeaux 2010,France,Bordeaux,Dourthe N°1,3.0,0.013911108019753798,0.06114918292040062,2010,White
Sauvignon Blanc - Sémillon 2017,Turkey,Thrace,Suvla,3.2,0.013911108019753798,0.09330521876647338,2017,White
Königsschild Riesling 2016,Germany,Nahe,Martin Tesch,3.5,0.013911108019753798,0.11333684765419083,2016,White
Reserva Sauvignon Blanc 2019,Chile,Central Valley,Caliterra,3.7,0.013911108019753798,0.054507116499736434,2019,White
Grüner Veltliner Weinviertel 2019,Austria,Weinviertel,Ingrid Groiss,4.2,0.013911108019753798,0.08223510806536635,2019,White
Vermentino Toscana 2019,Italy,Toscana,Aia Vecchia,3.5,0.013911108019753798,0.0716921454928835,2019,White
Sauvignon Blanc 2019,New Zealand,Marlborough,Mount Nelson,4.1,0.013911108019753798,0.12482867685819715,2019,White
Nachschlag 2019,Germany,Franken,Stahl,3.8,0.013911108019753798,0.040063257775434895,2019,White
Domaine de Fontenille Pouilly-Fumé 2018,France,Pouilly-Fumé,Patrick Maudry,3.9,0.013911108019753798,0.16678966789667896,2018,White
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.6,0.013911108019753798,0.034580917237743806,2019,White
Oroya Created For Sushi 2018,Spain,Castilla y León,Oroya,3.4,0.013911108019753798,0.039536109646810765,2018,White
Hole In The Water Sauvignon Blanc 2019,New Zealand,Marlborough,Konrad,4.1,0.013911108019753798,0.08170795993674224,2019,White
Deidesheimer Kieselberg Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,0.013911108019753798,0.1404322614654718,2018,White
Les Deux Tours Sauvignon Blanc 2018,France,Loire Valley,de Ladoucette,4.0,0.014606663420741493,0.12809699525566687,2018,White
Grauer Burgunder Trocken 2019,Germany,Baden,Alexander Laible,4.2,0.014606663420741493,0.09267264101212441,2019,White
Castello della Sala San Giovanni della Sala Classico Superiore 2019,Italy,Orvieto,Antinori,3.9,0.014606663420741493,0.12335266209804957,2019,White
Penon Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,0.014606663420741493,0.10173958882445969,2018,White
Classic Riesling 2018,France,Alsace,Hugel,3.7,0.014606663420741493,0.12229836584080128,2018,White
Efeso Bianco 2017,Italy,Val di Neto,Librandi,3.9,0.014606663420741493,0.08697944122298365,2017,White
Laudàri Chardonnay 2018,Italy,Terre Siciliane,Baglio del Cristo di Campobello,4.1,0.014606663420741493,0.1484449130205588,2018,White
Nonnenberg Monopol Riesling 2016,Germany,Rheingau,Georg Breuer,4.2,0.014606663420741493,0.5150237216657881,2016,White
Roero Arneis 2019,Italy,Roero,Bruno Giacosa,3.8,0.014606663420741493,0.1713231418028466,2019,White
Pedra de Guix 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.3,0.014606663420741493,0.5993674222456511,2016,White
La Falaise Languedoc Blanc 2016,France,Languedoc,Château la Négly,4.1,0.014606663420741493,0.1672113863995783,2016,White
Bordeaux Blanc 2016,France,Bordeaux,Château de Ricaud,3.4,0.014606663420741493,0.04522930943595151,2016,White
Grauer Burgunder vom Löss 2018,Germany,Pfalz,Philipp Kuhn,4.0,0.014606663420741493,0.12377438060094889,2018,White
The Y Series Unwooded Chardonnay 2019,Australia,South Australia,Yalumba,3.2,0.014606663420741493,0.09225092250922509,2019,White
Marienburg GG Fahrlay 2016,Germany,Mosel,Clemens Busch,4.3,0.014606663420741493,0.31997891407485507,2016,White
Kleine Rust Chenin Blanc - Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.6,0.014606663420741493,0.027517132314180286,2019,White
Friulano 2017,Italy,Colli Orientali del Friuli,Torre Rosazza,4.0,0.014606663420741493,0.11365313653136533,2017,White
Kalk & Stein 2018,Germany,Pfalz,Weingut Seckinger,3.7,0.014606663420741493,0.059567738534528215,2018,White
Reiterpfad G.C 2014,Germany,Pfalz,Dr. Bürklin-Wolf,4.1,0.014606663420741493,0.537901950448076,2014,White
Riesling Alsace 2016,France,Alsace,Kuehn,3.7,0.014606663420741493,0.05619399051133369,2016,White
Sauvignon Blanc Reserve 2017,South Africa,Walker Bay,Bouchard Finlayson,3.6,0.014606663420741493,0.14549288350026357,2017,White
Chardonnay 2018,South Africa,Stellenbosch,Edgebaston,4.0,0.014606663420741493,0.10332103321033209,2018,White
Unplugged Riesling 2018,Germany,Nahe,Martin Tesch,3.7,0.014606663420741493,0.07116499736425935,2018,White
Timpa del Principe 2017,Italy,Calabria,Ferrocinto,3.8,0.014606663420741493,0.04164470216130733,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.4,0.01530221882172918,1.0,2016,White
Bertesca Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Castelli del Grevepesa,3.1,0.01530221882172918,0.04501845018450184,2017,White
Kirchleiten Sauvignon 2013,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.8,0.01530221882172918,0.13115445440168688,2013,White
Chardonnay 2016,United States,Russian River Valley,Gallo Signature Series,4.2,0.01530221882172918,0.30426989984185554,2016,White
Sauvignon Blanc Trocken 2019,Germany,Rheinhessen,Hofmann,3.8,0.01530221882172918,0.07221929362150764,2019,White
Three Terraces Waihopai Sauvignon Blanc 2017,New Zealand,Marlborough,Marisco Vineyards,3.8,0.01530221882172918,0.13494992092778071,2017,White
Réserve Royale Goruli Mtsvane 2015,Georgia,Kakheti,Mukhrani,4.1,0.01530221882172918,0.2820242488139167,2015,White
Chardonnay 2019,South Africa,Coastal Region,Protea,3.3,0.01530221882172918,0.06114918292040062,2019,White
Lores Chardonnay 2017,Austria,Thermenregion,Johanneshof Reinisch,3.9,0.01530221882172918,0.22087506589351608,2017,White
Nosiola 2018,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.7,0.01530221882172918,0.09931470743278861,2018,White
Golden Grüner Veltliner Reserve 2018,Austria,Weinviertel,Weingut R&A Pfaffl,4.0,0.01530221882172918,0.2040063257775435,2018,White
Chardonnay 2018,France,Pays d'Oc,Croix d'Or,3.8,0.01530221882172918,0.039536109646810765,2018,White
Gelber Muskateller Steirische Klassik 2019,Austria,Südsteiermark,Tement,3.7,0.01530221882172918,0.11027938850817079,2019,White
Schieferterrassen Reserve Riesling 2017,Austria,Kremstal,Domane Krems,4.2,0.01530221882172918,0.12198207696362678,2017,White
Châteauneuf-du-Pape Vieilles Vignes Blanc 2006,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,0.01530221882172918,0.46178176067474963,2006,White
Reserva Chardonnay 2018,Chile,Casablanca Valley,Caliterra,3.2,0.01530221882172918,0.040484976278334216,2018,White
Wehlener Sonnenuhr Riesling Spätlese 2017,Germany,Wehlen,Joh. Jos. Prüm,4.2,0.01530221882172918,0.2880337374802319,2017,White
Zeltinger Schlossberg Riesling Auslese** 2007,Germany,Mosel,Markus Molitor,4.5,0.01530221882172918,0.4269899841855561,2007,White
Fiano Salento Roycello 2018,Italy,Salento,Tormaresca,3.5,0.01530221882172918,0.10648392198207698,2018,White
Chablis Vieilles Vignes 2017,France,Chablis,Château de Chemilly,4.0,0.01530221882172918,0.1407485503426463,2017,White
Talò Chardonnay 2018,Italy,Puglia,San Marzano,3.8,0.01530221882172918,0.039008961518186606,2018,White
Manzanile Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Gabbas,3.6,0.01530221882172918,0.08276225619399052,2018,White
Rivaner 2018,Germany,Baden,Karl H. Johner,3.3,0.01530221882172918,0.048181338956246704,2018,White
de Vite 2019,Italy,Vigneti delle Dolomiti,J. Hofstätter,4.0,0.01530221882172918,0.08444913020558778,2019,White
Sauvignon Blanc 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,0.01530221882172918,0.10279388508170798,2018,White
Obere Steilterrassen Atzberg Grüner Veltliner 2016,Austria,Wachau,Gritsch Mauritiushof,4.4,0.01530221882172918,0.5577227200843436,2016,White
Sa Fita Blanco 2017,Spain,Plà i Llevant,Es Fangar,4.2,0.01530221882172918,0.16605166051660517,2017,White
Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.5,0.01530221882172918,0.04364786505007907,2019,White
Supperin Grüner Veltliner 2016,Austria,Wachau,Pichler-Krutzler,3.8,0.01530221882172918,0.2567211386399578,2016,White
Bourgogne Hautes-Côtes de Beaune Chardonnay 2018,France,Bourgogne Hautes-Côtes de Beaune,Domaine Henri Delagrange et Fils,3.4,0.01530221882172918,0.1442277279915656,2018,White
Chassagne-Montrachet 1er Cru 'Cailleret' 2012,France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.0,0.01530221882172918,0.880021085925145,2012,White
Donnaluce 2019,Italy,Lazio,Poggio le Volpi,4.1,0.01530221882172918,0.10279388508170798,2019,White
Frühlingsplätzchen Riesling GG 2014,Germany,Nahe,Emrich-Schönleber,4.2,0.01530221882172918,0.37743806009488673,2014,White
Mâcon-Verzé 2018,France,Mâcon-Villages,Domaine Leflaive,4.1,0.01530221882172918,0.30311017395888246,2018,White
Deidesheimer Herrgottsacker Riesling Trocken 2018,Germany,Pfalz,Georg Mosbacher,4.0,0.01599777422271687,0.08107538218239324,2018,White
Muti Albariño 2014,Spain,Rías Baixas,Raúl Pérez,3.9,0.01599777422271687,0.19768054823405376,2014,White
Perdaudin Roero Arneis 2018,Italy,Roero,Negro Angelo,3.9,0.01599777422271687,0.13020558777016342,2018,White
Anteprima Tonda Trebbiano Spoletino 2017,Italy,Spoleto,Antonelli San Marco,4.1,0.01599777422271687,0.1871375856615709,2017,White
Riesling Trocken 2016,Germany,Rheingau,Prinz,3.5,0.01599777422271687,0.06114918292040062,2016,White
Sémillon - Chardonnay 2018,Australia,South Australia,Rawson's Retreat,3.3,0.01599777422271687,0.05007907221929362,2018,White
La Galopine Condrieu 2017,France,Condrieu,Delas,4.1,0.01599777422271687,0.4385872430152873,2017,White
Le G de Guiraud Bordeaux Blanc Sec 2019,France,Bordeaux,Château Guiraud,4.0,0.01599777422271687,0.11987348444913021,2019,White
Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015,Austria,Wachau,Rudi Pichler,4.2,0.01599777422271687,0.5361096468107538,2015,White
Reserve Sauvignon Blanc 2017,South Africa,Cape Point,Cape Point Vineyards,4.1,0.01599777422271687,0.19346336320506063,2017,White
Escheburg 2011,Germany,Mosel,Immich-Batterieberg,4.0,0.01599777422271687,0.1404322614654718,2011,White
Halgans Riesling Trocken 2016,Germany,Nahe,Emrich-Schönleber,3.7,0.01599777422271687,0.1871375856615709,2016,White
Rías Baixas Albariño 2019,Spain,Rías Baixas,Martin Codax,3.7,0.01599777422271687,0.050395361096468104,2019,White
Riesling Grand Premier Cru 2018,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.7,0.01599777422271687,0.1231418028465999,2018,White
Grauburgunder 2018,Germany,Pfalz,Rings,3.6,0.01599777422271687,0.06642066420664205,2018,White
Wattle Brae Riesling 2017,Australia,Eden Valley,Langmeil,3.7,0.01599777422271687,0.1157617290458619,2017,White
Baron Salvadori Chardonnay Riserva 2016,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,0.01599777422271687,0.2398523985239852,2016,White
Les Côtes aux Valets Sancerre Blanc 2015,France,Sancerre,Henri Bourgeois,4.2,0.01599777422271687,0.5012124406958355,2015,White
Grüner Veltliner Smaragd Classic 2017,Austria,Wachau,Domäne Wachau,3.9,0.01599777422271687,0.12482867685819715,2017,White
Pouilly-Fuissé Vielles Vignes 2016,France,Pouilly-Fuissé,Daniel Pollier,3.7,0.01599777422271687,0.13632050606220347,2016,White
Limousin 2018,Spain,Rueda,Marqués de Riscal,4.0,0.01599777422271687,0.07696362677912494,2018,White
Terroir Series Torrontes 2019,Argentina,Salta,Kaiken,3.7,0.01599777422271687,0.05682656826568264,2019,White
Timeo Grillo 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.8,0.01599777422271687,0.09942013705851346,2016,White
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.3,0.01599777422271687,0.05914602003162888,2018,White
Sauvignon Blanc 2019,New Zealand,Marlborough,Moroki,3.7,0.01599777422271687,0.055455983131259885,2019,White
Runcneuv Arneis 2019,Italy,Langhe,Roberto Sarotto,3.8,0.01599777422271687,0.06441750131787033,2019,White
Kirchspiel Riesling GG 2018,Germany,Rheinhessen,Wittmann,4.0,0.01599777422271687,0.45598313125988404,2018,White
Grand Marrenon Blanc 2018,France,Luberon,Marrenon,3.5,0.01599777422271687,0.08803373748023194,2018,White
Ganz Horn Im Sonnenschein GG 2015,Germany,Pfalz,Ökonomierat Rebholz,4.1,0.01599777422271687,0.4833948339483395,2015,White
Therese Sauvignon Blanc 2018,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.7,0.01599777422271687,0.2177121771217712,2018,White
Nierstein Riesling Trocken 2016,Germany,Rheinhessen,Kühling-Gillot,3.8,0.01599777422271687,0.1713231418028466,2016,White
Sauvignon Blanc 2017,South Africa,Coastal Region,Diemersfontein,3.4,0.01599777422271687,0.04586188719030048,2017,White
Blanco 2019,Spain,Rioja,Baron de Ley,3.7,0.01599777422271687,0.026779124934106488,2019,White
Le Fornaci Lugana 2019,Italy,Lugana,Tommasi,3.9,0.01599777422271687,0.07749077490774908,2019,White
Oberhäuser Brücke Riesling Spätlese 2015,Germany,Nahe,Dönnhoff,4.2,0.016693329623704563,0.23921982076963627,2015,White
Sauvignon 2018,France,Bordeaux,Le Petit Baigneur,3.4,0.016693329623704563,0.035213494992092774,2018,White
Riesling 2015,France,Alsace,Albert Boxler,4.0,0.016693329623704563,0.23500263574064312,2015,White
Inzolia Sicilia 2018,Italy,Terre Siciliane,Caleo,3.2,0.016693329623704563,0.018450184501845025,2018,White
Riesling 2016,Germany,Pfalz,Friedrich Becker,3.6,0.016693329623704563,0.07949393779652081,2016,White
Meursault 'Les Narvaux' 2017,France,Meursault,David Moret-Nomine,4.2,0.016693329623704563,0.6404849762783342,2017,White
Premium Chardonnay 2016,New Zealand,Marlborough,Saint Clair,3.7,0.016693329623704563,0.1337901950448076,2016,White
Viognier 2016,Australia,Barossa Valley,Langmeil,3.9,0.016693329623704563,0.08497627833421192,2016,White
Chardonnay Dei Sassi Cavi 2015,Italy,Collio,Collavini,3.3,0.016693329623704563,0.07211386399578282,2015,White
Loiserberg Grüner Veltliner Reserve 2017,Austria,Kamptal,Loimer,3.8,0.016693329623704563,0.1518186610437533,2017,White
Buntsandstein Riesling 2017,Germany,Pfalz,Frank John,3.8,0.016693329623704563,0.15129151291512916,2017,White
Oktav Grauburgunder 2014,Germany,Baden,Heger,3.7,0.016693329623704563,0.07928307854507116,2014,White
Berg Schlossberg GG 2016,Germany,Rheingau,Weingüter Wegeler,3.9,0.016693329623704563,0.23036373220875067,2016,White
Sauvignon Blanc 2019,South Africa,Stellenbosch,Anura,3.5,0.016693329623704563,0.07211386399578282,2019,White
Luberon 2019,France,Luberon,Famille Perrin,3.6,0.016693329623704563,0.02698998418555614,2019,White
Branco (Antão Vaz - Viognier - Verdelho) 2018,Portugal,Alentejano,Ciconia,3.5,0.016693329623704563,0.018661043753294672,2018,White
Montserre Chablis 2017,France,Chablis,Château de Béru,4.2,0.016693329623704563,0.33579335793357934,2017,White
Wehlener Sonnenuhr Riesling Kabinett 2018,Germany,Wehlen,Schloss Lieser,3.8,0.016693329623704563,0.13442277279915657,2018,White
Sauvignon 2019,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,0.016693329623704563,0.16605166051660517,2019,White
Sauvignon Blanc Organic 2019,Chile,Casablanca Valley,Veramonte,3.5,0.016693329623704563,0.05535055350553506,2019,White
Solaris Chorb Rheinau 2018,Switzerland,Zürich,Staatskellerei Zürich,3.8,0.016693329623704563,0.20832894043226147,2018,White
La Froscà Soave Classico 2016,Italy,Soave Classico,Gini,3.8,0.016693329623704563,0.1929362150764365,2016,White
Les Grands Calcaires Cotes du Rhône 2017,France,Côtes-du-Rhône,Domaine Santa Duc,3.6,0.016693329623704563,0.06378492356352133,2017,White
Chardonnay Puglia 2019,Italy,Puglia,Tormaresca,3.6,0.016693329623704563,0.044702161307327355,2019,White
Chardonnay 2018,New Zealand,Marlborough,Nautilus,4.1,0.016693329623704563,0.17659462308908802,2018,White
Pittermännchen Riesling GG 2015,Germany,Nahe,Diel,3.8,0.016693329623704563,0.47032156035846073,2015,White
Meursault-Charmes Premier Cru 2015,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,4.2,0.016693329623704563,0.9177648919346337,2015,White
Chablis Grand Cru 'Les Preuses' 2015,France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.1,0.016693329623704563,0.9979968371112282,2015,White
Riverbank Riesling 2017,United States,Arroyo Seco,Wente,3.6,0.016693329623704563,0.09573010015814445,2017,White
Alte Reben Grüner Veltliner 2016,Austria,Niederösterreich,Kracher & Sohm,4.0,0.016693329623704563,0.121244069583553,2016,White
Chardonnay 2016,New Zealand,Marlborough,Greywacke,3.8,0.016693329623704563,0.2778070637849236,2016,White
Bell-Ringer Albariño 2015,New Zealand,Gisborne,Coopers Creek,3.7,0.016693329623704563,0.09857670005271482,2015,White
Eylo Rueda 2017,Spain,Castilla y León,Val de Vid,3.5,0.016693329623704563,0.032472324723247244,2017,White
Collio Friulano 2018,Italy,Collio,Schiopetto,3.9,0.016693329623704563,0.15550869794412228,2018,White
Riesling 2018,Germany,Rheinhessen,Schätzel,3.6,0.016693329623704563,0.09435951502372167,2018,White
Vieilles Vignes Chablis 2013,France,Chablis,Roland Lavantureux,3.9,0.016693329623704563,0.5150237216657881,2013,White
Vigna Runc Friulano 2016,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,0.016693329623704563,0.12208750658935161,2016,White
